measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,1,Global,3,Both,159,10-24 years,690,Pedestrian road injuries,3,Rate,2019,242.86774809919382,383.74371075738384,152.7719171915129
6,Incidence,1,Global,3,Both,160,85+ years,690,Pedestrian road injuries,3,Rate,2019,199.93867664120975,294.1935426649291,132.34892472553736
6,Incidence,1,Global,3,Both,162,10-19 years,690,Pedestrian road injuries,3,Rate,2019,185.3168259593118,313.46436126248466,105.95627394932158
6,Incidence,1,Global,3,Both,164,Birth,690,Pedestrian road injuries,3,Rate,2019,0.0,0.0,0.0
6,Incidence,1,Global,3,Both,169,10 to 54 years,690,Pedestrian road injuries,3,Rate,2019,308.0157512206655,407.0226861898996,229.89310853639833
6,Incidence,1,Global,3,Both,172,0-9 years,690,Pedestrian road injuries,3,Rate,2019,33.77850414965061,56.852964849738775,18.69529846488191
6,Incidence,1,Global,3,Both,188,5-19 years,690,Pedestrian road injuries,3,Rate,2019,140.61298011480795,225.39265502458926,86.04959253007641
6,Incidence,1,Global,3,Both,197,15-39 years,690,Pedestrian road injuries,3,Rate,2019,329.69830502125814,475.2470375349432,224.25066015475383
6,Incidence,1,Global,3,Both,206,25-49 years,690,Pedestrian road injuries,3,Rate,2019,345.67327493033656,492.0268264048219,239.0550835334204
6,Incidence,1,Global,3,Both,228,55+ years,690,Pedestrian road injuries,3,Rate,2019,325.57420895052667,457.95304809100844,231.5208229251613
6,Incidence,1,Global,3,Both,230,60-79 years,690,Pedestrian road injuries,3,Rate,2019,325.894061795159,467.59028565405123,220.67761007035924
6,Incidence,1,Global,3,Both,232,65-74 years,690,Pedestrian road injuries,3,Rate,2019,314.7813771921223,477.98128359956627,188.6756204929026
6,Incidence,1,Global,3,Both,169,10 to 54 years,692,Motorcyclist road injuries,3,Rate,2019,275.0873836320598,354.6321249812268,207.26089634706932
6,Incidence,1,Global,3,Both,172,0-9 years,692,Motorcyclist road injuries,3,Rate,2019,52.65767181126128,90.53033037520585,29.47112226000877
6,Incidence,1,Global,3,Both,188,5-19 years,692,Motorcyclist road injuries,3,Rate,2019,133.4150130254391,214.50479501124985,80.18455360767213
6,Incidence,1,Global,3,Both,197,15-39 years,692,Motorcyclist road injuries,3,Rate,2019,306.895532600571,418.4546565477334,214.01877894912823
6,Incidence,1,Global,3,Both,206,25-49 years,692,Motorcyclist road injuries,3,Rate,2019,304.08507311832113,418.7572114095617,210.7555275462257
6,Incidence,1,Global,3,Both,228,55+ years,692,Motorcyclist road injuries,3,Rate,2019,283.34105252596817,382.7333408401728,204.36891411743366
6,Incidence,1,Global,3,Both,230,60-79 years,692,Motorcyclist road injuries,3,Rate,2019,283.01478372627525,399.2051967465507,193.9290343318028
6,Incidence,1,Global,3,Both,232,65-74 years,692,Motorcyclist road injuries,3,Rate,2019,282.0795867640343,425.0543684299682,176.82015126321468
6,Incidence,1,Global,3,Both,234,75+ years,692,Motorcyclist road injuries,3,Rate,2019,249.7097830892468,347.32118728864816,171.52689600869147
6,Incidence,1,Global,3,Both,235,95+ years,692,Motorcyclist road injuries,3,Rate,2019,198.47412404837908,333.50609915873406,114.51793204955874
6,Incidence,1,Global,3,Both,243,75-84 years,692,Motorcyclist road injuries,3,Rate,2019,255.4432535291183,378.9035152870228,164.61092733726704
6,Incidence,1,Global,3,Both,284,20-54 years,692,Motorcyclist road injuries,3,Rate,2019,311.0099683162149,409.07937017250555,229.63443677396384
6,Incidence,1,Global,3,Both,285,55-89 years,692,Motorcyclist road injuries,3,Rate,2019,284.4658247934785,385.6333640513113,204.2240476325779
6,Incidence,1,Global,3,Both,286,60-89 years,692,Motorcyclist road injuries,3,Rate,2019,279.1157855467502,385.2515930393668,197.8869955569953
6,Incidence,1,Global,3,Both,287,65-89 years,692,Motorcyclist road injuries,3,Rate,2019,271.48409520691655,379.65160116665743,187.68409088976568
6,Incidence,1,Global,3,Both,288,70-89 years,692,Motorcyclist road injuries,3,Rate,2019,258.7256735319086,369.31723103387986,176.1395076804987
6,Incidence,1,Global,3,Both,289,75-94 years,692,Motorcyclist road injuries,3,Rate,2019,250.60950865202366,349.8682880765963,170.52975020718173
6,Incidence,1,Global,3,Both,420,<70 years,692,Motorcyclist road injuries,3,Rate,2019,237.57633839330086,295.14925587461624,189.64350716217118
6,Incidence,1,Global,3,Both,31,85-89,692,Motorcyclist road injuries,3,Rate,2019,240.89946995956933,355.9101401246601,154.81044021138297
6,Incidence,1,Global,3,Both,32,90-94,692,Motorcyclist road injuries,3,Rate,2019,215.0160318448444,314.4387520816368,145.911449622598
6,Incidence,1,Global,3,Both,37,20+ years,692,Motorcyclist road injuries,3,Rate,2019,303.46911881958255,381.66039941887664,240.82261765885383
6,Incidence,1,Global,3,Both,39,0-14 years,692,Motorcyclist road injuries,3,Rate,2019,69.32854416783933,111.46568052421958,41.81231001535087
6,Incidence,1,Global,3,Both,41,50-74 years,692,Motorcyclist road injuries,3,Rate,2019,291.79118368466675,402.1930741769139,206.62887261409952
6,Incidence,1,Global,3,Both,42,<28 days,692,Motorcyclist road injuries,3,Rate,2019,18.40583460677492,34.458185850659525,8.82490254586269
6,Incidence,1,Global,3,Both,157,25+ years,692,Motorcyclist road injuries,3,Rate,2019,296.561628855833,376.57186318931065,233.33257299985752
6,Incidence,1,Global,3,Both,158,<20 years,692,Motorcyclist road injuries,3,Rate,2019,109.20474009902262,170.40059360595052,68.72002195167995
6,Incidence,1,Global,3,Both,159,10-24 years,692,Motorcyclist road injuries,3,Rate,2019,228.74825173089093,368.58193499519626,146.4114179259529
6,Incidence,1,Global,3,Both,160,85+ years,692,Motorcyclist road injuries,3,Rate,2019,231.08806417735875,332.3015832432282,157.34750932763367
6,Incidence,1,Global,3,Both,162,10-19 years,692,Motorcyclist road injuries,3,Rate,2019,168.25344488805754,278.65859418196214,95.86493799016333
6,Incidence,1,Global,3,Both,164,Birth,692,Motorcyclist road injuries,3,Rate,2019,0.0,0.0,0.0
6,Incidence,1,Global,3,Both,42,<28 days,694,Other road injuries,3,Rate,2019,1.9081251194138873,4.24102897673827,0.756762286537337
6,Incidence,1,Global,3,Both,157,25+ years,694,Other road injuries,3,Rate,2019,53.859708601868675,78.20794687340079,34.93997307069287
6,Incidence,1,Global,3,Both,158,<20 years,694,Other road injuries,3,Rate,2019,27.193511360873398,46.087343111628385,15.156969943209853
6,Incidence,1,Global,3,Both,159,10-24 years,694,Other road injuries,3,Rate,2019,47.78459947081158,84.82926965730464,25.09070691431304
6,Incidence,1,Global,3,Both,160,85+ years,694,Other road injuries,3,Rate,2019,9.885712522211417,17.850782701887365,4.7271305170901305
6,Incidence,1,Global,3,Both,162,10-19 years,694,Other road injuries,3,Rate,2019,41.826403715211285,77.24265766001356,20.395998593734205
6,Incidence,1,Global,3,Both,164,Birth,694,Other road injuries,3,Rate,2019,0.0,0.0,0.0
6,Incidence,1,Global,3,Both,169,10 to 54 years,694,Other road injuries,3,Rate,2019,55.15943618550665,80.34152266913169,35.72353422712002
