measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,524,Cirrhosis and other chronic liver diseases due to alcohol use,1,Number,2019,32093.982139829717,45823.65562205864,21867.39149091697
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,419,Liver cancer due to hepatitis C,1,Number,2019,901.928339595255,1300.9837458680167,537.924420855959
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,388,Iodine deficiency,1,Number,2019,1576171.2477872767,2686074.1613389477,916191.7100163668
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,995,Maternal abortion and miscarriage,1,Number,2019,7632.731705951922,12486.665352965068,4048.439250684979
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,703,Poisoning by other means,1,Number,2019,119295.99148992902,175031.28344924413,73775.3191510347
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,593,Chronic kidney disease due to other and unspecified causes,1,Number,2019,1504580.4306941356,1956769.911864568,1100482.2879968497
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,996,Liver cancer due to NASH,1,Number,2019,311.847182940976,477.5519442548145,195.32853177918398
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,387,Protein-energy malnutrition,1,Number,2019,2664614.954722209,3746233.6225671405,1692914.6330788645
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,423,Larynx cancer,1,Number,2019,2435.1007742343572,3292.577987947278,1725.4122490676623
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,522,Cirrhosis and other chronic liver diseases due to hepatitis B,1,Number,2019,11719.439814809468,17317.776381176456,7822.947033270442
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,707,Other exposure to mechanical forces,1,Number,2019,2023535.407203382,3009393.8964384706,1317371.129669826
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,321,Other intestinal infectious diseases,1,Number,2019,704.2178284999634,981.0107516824322,480.06713850610817
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,525,Cirrhosis and other chronic liver diseases due to other causes,1,Number,2019,18042.044683223103,26938.202270014186,11698.120634807892
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,528,Gastritis and duodenitis,1,Number,2019,237838.2699125272,349877.9183691166,147940.6110261479
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,839,G6PD trait,1,Number,2019,5586.400726931398,8346.582169003881,3495.2604264238457
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,843,Ebola,1,Number,2019,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,389,Vitamin A deficiency,1,Number,2019,624689.2848002901,884271.4194800347,427015.12656294124
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,845,Acute lymphoid leukemia,1,Number,2019,48525.56677640475,68129.39382141837,30405.236605810347
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,353,Cystic echinococcosis,1,Number,2019,26124.158752421095,39518.29613959648,16151.551921211643
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,390,Dietary iron deficiency,1,Number,2019,19995932.695749193,28742942.444747813,13533302.20939394
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,356,Trachoma,1,Number,2019,13502.536324208946,22247.19947572018,7776.759629415486
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,563,Cocaine use disorders,1,Number,2019,175872.8999404669,262822.06603980635,105311.06110139273
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,596,Urolithiasis,1,Number,2019,135053.81024382243,192063.19945682542,87183.63879200358
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,562,Opioid use disorders,1,Number,2019,3144583.6900984915,4311221.060899317,2112876.103130415
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,2019,506026.457890396,848347.7804365762,274492.8364086567
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,1,Number,2019,215299.28613459444,351564.69361288974,112401.4572209194
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2019,1176.7780173473964,1829.2467292153106,728.0132525988562
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,630,Low back pain,1,Number,2019,3522075.4532203246,4700111.332710572,2469618.25467902
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,632,Gout,1,Number,2019,53457.93460622572,77669.44314346445,33419.38588716571
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,842,Environmental heat and cold exposure,1,Number,2019,374346.68654552446,545539.3434833714,248029.847534564
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,355,Onchocerciasis,1,Number,2019,2558.384348431493,3694.194347754012,1659.6769781251828
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2019,915997.9422679704,1250066.6377725,634002.0130166018
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,320,Paratyphoid fever,1,Number,2019,9.668535357323014,14.730926533538712,6.1645157539102975
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,639,Other musculoskeletal disorders,1,Number,2019,1099759.8907022718,1596391.3122753974,696000.2183435755
3,YLDs (Years Lived with Disability),44578,World Bank Low Income,3,Both,22,All ages,997,Chronic kidney disease due to diabetes mellitus type 1,1,Number,2019,14322.875070134281,19712.56688877496,9832.397383956642
3,YLDs (Years Lived with Disability),44576,World Bank Upper Middle Income,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2019,4394099.81077435,6241798.026591243,2963466.980998675
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,595,Urinary tract infections and interstitial nephritis,1,Number,2019,109395.35726862901,163609.5567541721,68108.04065955168
3,YLDs (Years Lived with Disability),44575,World Bank High Income,3,Both,22,All ages,705,Unintentional firearm injuries,1,Number,2019,54253.04189197729,77593.06244521568,37465.23383000172
3,YLDs (Years Lived with Disability),44577,World Bank Lower Middle Income,3,Both,22,All ages,602,Other urinary diseases,1,Number,2019,60014.854437362745,82969.97678539983,40478.42687617043
